Date,Time,Temperature_C,Dew_Point_C,Humidity_%,Wind,Speed_kmh,Gust_kmh,Pressure_hPa,Precip_Rate_mm,Precip_Accum_mm,UV,Solar_w/m2
2020/07/01,02:04 AM,12.89,8.94,77.0,SSE,6.76,15.12,1014.22,0.0,0.0,NA,2.0
2020/07/01,02:09 AM,12.83,8.89,77.0,South,3.86,13.52,1014.22,0.0,0.0,NA,2.0
2020/07/01,02:14 AM,12.83,8.89,77.0,SSE,2.25,6.11,1014.22,0.0,0.0,NA,2.0
2020/07/01,02:19 AM,12.83,9.0,77.0,South,2.57,11.26,1014.22,0.0,0.0,NA,2.0
2020/07/01,02:24 AM,12.83,9.11,78.0,SSW,5.15,10.94,1014.22,0.0,0.0,NA,2.0
2020/07/01,02:29 AM,12.78,9.06,78.0,SSW,1.29,13.19,1014.22,0.0,0.0,NA,2.0
2020/07/01,02:34 AM,12.72,9.0,78.0,SW,0.97,9.01,1014.22,0.0,0.0,NA,2.0
2020/07/01,02:39 AM,12.72,9.17,79.0,SSW,0.97,8.69,1014.22,0.0,0.0,NA,2.0
2020/07/01,02:44 AM,12.67,9.11,79.0,South,1.29,5.15,1014.22,0.0,0.0,NA,2.0
2020/07/01,02:49 AM,12.67,9.17,79.0,SSW,5.79,12.87,1014.22,0.0,0.0,NA,2.0
2020/07/01,02:54 AM,12.67,9.06,79.0,West,0.64,6.11,1014.22,0.0,0.0,NA,2.0
2020/07/01,02:59 AM,12.67,9.17,79.0,SSW,0.64,5.15,1014.22,0.0,0.0,NA,2.0
2020/07/01,03:04 AM,12.67,9.22,80.0,SSW,4.83,7.72,1014.22,0.0,0.0,NA,2.0
2020/07/01,03:09 AM,12.56,9.22,80.0,South,1.93,6.76,1014.22,0.0,0.0,NA,2.0
2020/07/01,03:14 AM,12.5,9.17,80.0,SSW,2.9,12.55,1014.22,0.0,0.0,NA,2.0
2020/07/01,03:19 AM,12.44,9.22,81.0,South,2.9,13.19,1014.22,0.0,0.0,NA,2.0
2020/07/01,03:24 AM,12.39,9.22,81.0,South,0.0,5.15,1014.22,0.0,0.0,NA,2.0
2020/07/01,03:29 AM,12.33,9.39,82.0,South,1.29,5.47,1014.22,0.0,0.0,NA,2.0
2020/07/01,03:34 AM,12.17,9.39,83.0,South,0.97,4.51,1014.22,0.0,0.0,NA,2.0
2020/07/01,03:39 AM,12.11,9.5,84.0,South,2.57,5.47,1014.22,0.0,0.0,NA,2.0
2020/07/01,03:44 AM,12.0,9.39,84.0,SW,0.32,8.37,1014.22,0.0,0.0,NA,2.0
2020/07/01,03:49 AM,11.94,9.39,85.0,SSE,1.29,9.33,1014.22,0.0,0.25,NA,2.0
2020/07/01,03:54 AM,11.89,9.44,85.0,SSE,2.25,6.11,1014.22,0.0,0.25,NA,2.0
2020/07/01,03:59 AM,11.83,9.39,85.0,SSE,0.97,5.47,1014.22,0.0,0.25,NA,2.0
2020/07/01,04:04 AM,11.78,9.39,85.0,South,0.32,3.22,1013.88,0.0,0.25,NA,2.0
2020/07/01,04:09 AM,11.78,9.44,86.0,SSW,2.9,11.26,1013.88,0.0,0.25,NA,2.0
2020/07/01,04:14 AM,11.78,9.33,85.0,SSW,5.79,11.91,1013.88,0.0,0.25,NA,2.0
2020/07/01,04:19 AM,11.83,9.39,85.0,SE,2.25,6.11,1013.88,0.0,0.25,NA,2.0
2020/07/01,04:24 AM,11.83,9.39,85.0,SSE,1.29,11.26,1013.88,0.0,0.25,NA,2.0
2020/07/01,04:29 AM,11.83,9.39,85.0,South,1.61,8.69,1013.88,0.0,0.25,NA,2.0
2020/07/01,04:34 AM,11.89,9.44,85.0,South,1.93,9.98,1013.88,0.0,0.25,NA,2.0
2020/07/01,04:39 AM,11.94,9.5,85.0,SSE,0.64,8.04,1013.88,0.0,0.25,NA,2.0
2020/07/01,04:44 AM,12.0,9.39,84.0,South,5.15,12.23,1013.88,0.0,0.25,NA,2.0
2020/07/01,04:49 AM,12.0,9.39,84.0,ESE,2.25,16.73,1013.88,0.0,0.25,NA,2.0
2020/07/01,04:54 AM,12.0,9.39,84.0,SSE,2.9,15.12,1013.55,0.0,0.25,NA,2.0
2020/07/01,04:59 AM,12.0,9.39,84.0,South,5.79,12.55,1013.55,0.0,0.25,NA,2.0
2020/07/01,05:04 AM,12.0,9.39,84.0,South,2.25,11.26,1013.55,0.0,0.25,NA,2.0
2020/07/01,05:09 AM,12.0,9.39,84.0,SSE,0.32,8.37,1013.88,0.0,0.25,NA,2.0
2020/07/01,05:14 AM,12.0,9.39,84.0,South,2.9,9.65,1013.55,0.0,0.25,NA,2.0
2020/07/01,05:19 AM,12.0,9.39,84.0,South,2.57,15.45,1013.55,0.0,0.25,NA,2.0
2020/07/01,05:24 AM,12.0,9.39,84.0,South,4.18,11.58,1013.55,0.0,0.25,NA,2.0
2020/07/01,05:29 AM,12.0,9.33,84.0,SSE,3.54,15.12,1013.55,0.0,0.25,NA,2.0
2020/07/01,05:34 AM,12.06,9.22,83.0,SSE,2.25,7.4,1013.55,0.0,0.25,NA,2.0
2020/07/01,05:39 AM,12.11,9.28,83.0,SSW,5.15,9.98,1013.55,0.0,0.25,NA,2.0
2020/07/01,05:44 AM,12.11,9.33,83.0,SSE,4.51,13.84,1013.55,0.0,0.25,NA,2.0
2020/07/01,05:49 AM,12.17,9.39,83.0,SSW,2.9,9.65,1013.55,0.0,0.25,NA,2.0
2020/07/01,05:54 AM,12.17,9.39,83.0,SSE,2.57,7.4,1013.55,0.0,0.25,NA,2.0
2020/07/01,05:59 AM,12.17,9.56,84.0,South,0.64,2.25,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:04 AM,12.17,9.5,84.0,SE,0.97,10.62,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:09 AM,12.17,9.5,84.0,SSW,2.9,8.69,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:14 AM,12.17,9.33,83.0,South,1.29,9.98,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:19 AM,12.17,9.39,83.0,South,2.25,10.62,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:24 AM,12.22,9.39,83.0,South,0.64,9.98,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:29 AM,12.22,9.44,83.0,East,0.64,8.04,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:34 AM,12.28,9.5,83.0,SSW,2.57,8.37,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:39 AM,12.28,9.5,83.0,South,0.0,4.18,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:44 AM,12.28,9.5,83.0,SSE,4.51,15.45,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:49 AM,12.28,9.5,83.0,SSE,1.93,10.94,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:54 AM,12.33,9.56,83.0,SSE,1.93,9.65,1013.55,0.0,0.25,NA,2.0
2020/07/01,06:59 AM,12.33,9.56,83.0,SSE,1.29,9.98,1013.55,0.0,0.25,NA,2.0
2020/07/01,07:04 AM,12.39,9.56,83.0,South,5.47,15.45,1013.55,0.0,0.25,NA,2.0
2020/07/01,07:09 AM,12.33,9.5,83.0,SSE,6.44,13.52,1013.21,0.0,0.25,NA,2.0
2020/07/01,07:19 AM,12.39,9.44,82.0,South,5.47,14.8,1013.55,0.0,0.25,NA,2.0
2020/07/01,07:29 AM,12.39,9.61,83.0,SSE,2.57,8.04,1013.55,0.0,0.25,NA,2.0
2020/07/01,07:34 AM,12.33,9.56,83.0,South,0.64,11.91,1013.55,0.0,0.25,NA,2.0
2020/07/01,07:39 AM,12.33,9.56,83.0,South,3.86,18.02,1013.21,0.0,0.25,NA,2.0
2020/07/01,07:44 AM,12.33,9.56,83.0,South,2.9,12.87,1013.21,0.0,0.25,NA,2.0
2020/07/01,07:49 AM,12.33,9.56,83.0,SSW,2.25,9.33,1013.21,0.0,0.25,NA,2.0
2020/07/01,07:54 AM,12.39,9.56,83.0,South,2.57,10.3,1013.55,0.0,0.25,NA,2.0
2020/07/01,07:59 AM,12.39,9.61,83.0,SSE,4.18,10.3,1013.21,0.0,0.25,NA,2.0
2020/07/01,08:04 AM,12.39,9.67,84.0,South,1.93,10.62,1013.21,0.0,0.25,NA,2.0
2020/07/01,08:09 AM,12.39,9.72,84.0,SSE,3.22,9.33,1013.55,0.0,0.25,NA,2.0
2020/07/01,08:14 AM,12.39,9.67,83.0,South,8.69,13.84,1013.55,0.0,0.25,NA,2.0
2020/07/01,08:19 AM,12.39,9.67,84.0,South,2.9,15.77,1013.55,0.0,0.25,NA,2.0
2020/07/01,08:24 AM,12.33,9.72,84.0,SSW,1.61,7.08,1013.55,0.0,0.25,NA,2.0
2020/07/01,08:29 AM,12.33,9.83,85.0,South,3.86,13.84,1013.55,0.0,0.25,NA,2.0
2020/07/01,08:34 AM,12.33,9.83,85.0,South,0.64,4.83,1013.55,0.0,0.25,NA,2.0
2020/07/01,08:39 AM,12.28,9.83,85.0,South,1.93,13.19,1013.55,0.0,0.25,NA,2.0
2020/07/01,08:44 AM,12.28,9.83,85.0,SW,1.93,6.76,1013.55,0.0,0.25,NA,2.0
2020/07/01,08:54 AM,12.22,9.78,85.0,SSE,4.51,11.26,1013.55,0.0,0.25,NA,2.0
2020/07/01,08:59 AM,12.28,9.83,85.0,SSW,5.79,11.58,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:04 AM,12.33,9.83,85.0,SSW,4.83,11.91,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:09 AM,12.44,10.0,85.0,South,1.93,11.58,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:14 AM,12.44,10.06,85.0,SSE,1.29,11.58,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:19 AM,12.39,10.11,86.0,South,2.25,11.26,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:24 AM,12.39,10.17,86.0,SSW,2.9,10.62,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:29 AM,12.5,10.28,86.0,South,2.25,6.76,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:34 AM,12.61,10.5,87.0,South,1.61,7.72,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:39 AM,12.61,10.5,87.0,South,3.86,10.94,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:44 AM,12.56,10.44,87.0,South,2.9,9.98,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:49 AM,12.56,10.5,87.0,SSW,5.79,10.3,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:54 AM,12.61,10.5,87.0,SSW,1.93,13.52,1013.55,0.0,0.25,NA,2.0
2020/07/01,09:59 AM,12.72,10.5,86.0,South,3.54,13.84,1013.55,0.0,0.25,NA,2.0
2020/07/01,10:04 AM,12.83,10.72,87.0,SE,1.93,4.51,1013.55,0.0,0.25,NA,2.0
2020/07/01,10:09 AM,13.0,10.67,86.0,South,1.29,11.58,1013.55,0.0,0.25,NA,2.0
2020/07/01,10:14 AM,13.06,10.61,85.0,South,7.08,16.41,1013.55,0.0,0.25,NA,2.0
2020/07/01,10:19 AM,13.0,10.56,85.0,South,5.79,12.87,1013.55,0.0,0.25,NA,2.0
2020/07/01,10:24 AM,13.0,10.56,85.0,South,2.57,10.3,1013.55,0.0,0.25,NA,2.0
2020/07/01,10:29 AM,13.0,10.5,85.0,South,0.32,6.44,1013.55,0.0,0.25,NA,2.0
2020/07/01,10:34 AM,13.06,10.5,85.0,South,3.86,10.94,1013.55,0.0,0.25,NA,2.0
2020/07/01,10:39 AM,13.22,10.72,85.0,South,2.57,7.72,1013.55,0.0,0.25,NA,2.0
2020/07/01,10:44 AM,13.39,10.67,84.0,SSW,4.18,11.26,1013.55,0.0,0.25,NA,2.0
2020/07/01,10:49 AM,13.5,10.56,82.0,South,6.44,10.3,1013.55,0.0,0.25,NA,2.0
2020/07/01,10:54 AM,13.56,10.56,82.0,South,2.9,11.91,1013.21,0.0,0.25,NA,2.0
2020/07/01,10:59 AM,13.67,10.61,82.0,South,4.51,10.94,1013.21,0.0,0.25,NA,2.0
2020/07/01,11:04 AM,13.78,10.78,82.0,SSW,0.64,11.91,1013.21,0.0,0.25,NA,2.0
2020/07/01,11:09 AM,13.83,10.89,82.0,South,1.29,7.08,1013.21,0.0,0.25,NA,2.0
2020/07/01,11:14 AM,13.94,10.78,81.0,South,2.25,7.08,1013.55,0.0,0.25,NA,2.0
2020/07/01,11:19 AM,13.94,10.72,81.0,SSW,4.51,11.58,1013.55,0.0,0.25,NA,2.0
2020/07/01,11:24 AM,14.06,10.89,81.0,SW,0.97,7.4,1013.21,0.0,0.25,NA,2.0
2020/07/01,11:29 AM,14.28,11.0,81.0,SSW,3.54,9.01,1013.21,0.0,0.25,NA,2.0
2020/07/01,11:34 AM,14.5,10.78,79.0,South,4.18,15.45,1013.21,0.0,0.25,NA,2.0
2020/07/01,11:39 AM,14.5,10.67,78.0,SSW,1.93,9.33,1013.21,0.0,0.25,NA,2.0
2020/07/01,11:44 AM,14.56,10.61,77.0,SSE,2.57,7.4,1013.21,0.0,0.25,NA,2.0
2020/07/01,11:49 AM,14.56,10.67,78.0,South,0.64,6.44,1013.21,0.0,0.25,NA,2.0
2020/07/01,11:54 AM,14.61,10.72,78.0,SSE,0.97,5.15,1013.21,0.0,0.25,NA,2.0
2020/07/01,11:59 AM,14.67,10.72,77.0,SSE,3.86,7.4,1013.55,0.0,0.25,NA,2.0
2020/07/01,12:09 PM,15.17,10.89,76.0,SSE,2.9,7.72,1013.21,0.0,0.25,NA,2.0
2020/07/01,12:14 PM,15.44,11.06,75.0,South,1.61,9.01,1013.21,0.0,0.25,NA,2.0
2020/07/01,12:24 PM,15.89,11.0,73.0,South,2.9,13.52,1013.21,0.0,0.25,NA,2.0
2020/07/01,12:29 PM,15.94,11.06,73.0,SSW,2.25,13.84,1013.21,0.0,0.25,NA,2.0
2020/07/01,12:34 PM,16.11,10.94,71.0,SE,0.97,14.8,1013.21,0.0,0.25,NA,2.0
2020/07/01,12:39 PM,16.22,10.89,71.0,SSW,1.29,6.44,1013.21,0.0,0.25,NA,2.0
2020/07/01,12:44 PM,16.22,10.78,70.0,SW,1.29,7.72,1013.21,0.0,0.25,NA,2.0
2020/07/01,12:49 PM,16.28,10.78,70.0,South,0.0,2.57,1013.21,0.0,0.25,NA,2.0
2020/07/01,12:54 PM,16.44,11.0,70.0,SSW,1.29,5.47,1012.87,0.0,0.25,NA,2.0
2020/07/01,12:59 PM,16.61,11.11,70.0,South,2.57,5.15,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:04 PM,16.67,10.89,69.0,SSE,4.18,12.55,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:09 PM,16.72,10.89,69.0,SSW,1.93,10.62,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:14 PM,16.94,11.11,69.0,South,4.83,13.19,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:19 PM,17.06,11.28,69.0,South,1.29,4.18,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:24 PM,17.39,11.33,68.0,SSW,1.29,4.51,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:29 PM,17.33,11.11,67.0,South,3.86,7.72,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:34 PM,17.11,11.17,68.0,SSW,1.29,11.26,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:39 PM,17.11,11.11,68.0,South,1.93,7.4,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:44 PM,17.06,11.11,68.0,SSW,1.93,7.72,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:49 PM,17.06,11.11,68.0,SSE,3.54,9.01,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:54 PM,17.11,11.11,68.0,SSW,0.32,5.47,1012.87,0.0,0.25,NA,2.0
2020/07/01,01:59 PM,17.28,11.11,67.0,SSE,0.97,8.69,1012.87,0.0,0.25,NA,2.0
2020/07/01,02:04 PM,17.44,11.44,68.0,SSE,2.9,4.83,1012.87,0.0,0.25,NA,2.0
2020/07/01,02:09 PM,17.78,11.61,67.0,SW,0.32,11.91,1012.53,0.0,0.25,NA,2.0
2020/07/01,02:14 PM,18.11,11.67,66.0,SSW,5.79,11.91,1012.53,0.0,0.25,NA,2.0
2020/07/01,02:19 PM,18.39,11.61,65.0,SE,0.97,8.69,1012.53,0.0,0.25,NA,2.0
2020/07/01,02:24 PM,18.56,11.72,64.0,West,0.32,7.08,1012.53,0.0,0.25,NA,2.0
2020/07/01,02:29 PM,18.61,11.67,64.0,South,0.64,3.86,1012.53,0.0,0.25,NA,2.0
2020/07/01,02:34 PM,18.78,11.67,63.0,SW,0.64,4.83,1012.53,0.0,0.25,NA,2.0
2020/07/01,02:39 PM,18.67,11.5,63.0,SSE,3.54,7.4,1012.53,0.0,0.25,NA,2.0
2020/07/01,02:44 PM,18.39,11.44,64.0,South,2.57,13.19,1012.53,0.0,0.25,NA,2.0
2020/07/01,02:49 PM,18.28,11.39,64.0,South,3.54,9.98,1012.53,0.0,0.25,NA,2.0
2020/07/01,02:54 PM,18.44,11.39,64.0,South,0.32,4.18,1012.53,0.0,0.25,NA,2.0
2020/07/01,02:59 PM,18.61,11.44,63.0,SSE,1.61,4.83,1012.53,0.0,0.25,NA,2.0
2020/07/01,03:04 PM,18.72,11.56,63.0,WSW,1.93,7.72,1012.53,0.0,0.25,NA,2.0
2020/07/01,03:09 PM,18.78,11.5,63.0,South,4.18,6.44,1012.19,0.0,0.25,NA,2.0
2020/07/01,03:14 PM,18.39,11.17,63.0,South,9.01,15.77,1012.53,0.0,0.51,NA,2.0
2020/07/01,03:19 PM,18.0,11.17,64.0,SSW,0.0,4.18,1012.53,0.0,0.51,NA,2.0
2020/07/01,03:24 PM,17.94,11.11,64.0,SSW,5.15,13.84,1012.19,0.0,0.51,NA,2.0
2020/07/01,03:29 PM,17.94,11.22,65.0,South,0.97,4.51,1012.19,0.0,0.51,NA,2.0
2020/07/01,03:34 PM,17.94,11.39,65.0,South,0.97,7.08,1012.19,0.0,0.51,NA,2.0
2020/07/01,03:39 PM,18.0,11.67,66.0,SSW,0.0,0.97,1012.19,0.0,0.51,NA,2.0
2020/07/01,03:44 PM,18.11,11.61,66.0,East,0.64,6.44,1012.19,0.0,0.51,NA,2.0
2020/07/01,03:49 PM,18.06,11.56,66.0,SSW,2.9,7.72,1012.53,0.0,0.51,NA,2.0
2020/07/01,03:54 PM,18.0,11.22,65.0,South,0.97,13.84,1012.53,0.0,0.51,NA,2.0
2020/07/01,03:59 PM,17.89,11.44,66.0,SSW,1.93,9.01,1012.19,0.0,0.51,NA,2.0
2020/07/01,04:09 PM,17.89,11.5,66.0,SSW,3.86,11.58,1012.19,0.0,0.51,NA,2.0
2020/07/01,04:14 PM,17.83,11.72,67.0,South,3.22,12.23,1012.19,0.0,0.51,NA,2.0
2020/07/01,04:19 PM,17.78,11.67,67.0,SW,1.93,10.3,1012.19,0.0,0.51,NA,2.0
2020/07/01,04:24 PM,17.61,11.5,67.0,SSW,1.61,11.26,1012.19,0.0,0.51,NA,2.0
2020/07/01,04:29 PM,17.5,11.56,68.0,South,2.25,11.58,1012.19,0.0,0.51,NA,2.0
2020/07/01,04:34 PM,17.33,11.78,70.0,SSE,0.64,3.54,1012.19,0.0,0.51,NA,2.0
2020/07/01,04:39 PM,17.28,11.78,70.0,SSE,4.83,15.45,1012.19,0.0,0.51,NA,2.0
2020/07/01,04:44 PM,17.22,11.83,71.0,SSE,2.25,9.98,1012.19,0.0,0.51,NA,2.0
2020/07/01,04:49 PM,17.11,11.67,70.0,South,2.9,9.98,1012.19,0.0,0.51,NA,2.0
2020/07/01,04:54 PM,16.94,11.72,71.0,WSW,1.61,10.94,1012.19,0.0,0.51,NA,2.0
2020/07/01,04:59 PM,16.89,12.0,73.0,SE,3.54,7.4,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:04 PM,16.78,11.83,73.0,South,3.22,15.77,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:09 PM,16.67,12.0,74.0,South,3.22,9.33,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:14 PM,16.61,11.78,73.0,South,2.57,10.62,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:19 PM,16.5,11.67,73.0,SSW,3.22,15.12,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:24 PM,16.56,11.61,73.0,South,2.9,6.76,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:29 PM,16.67,11.39,71.0,ENE,3.54,8.69,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:34 PM,16.67,11.44,71.0,SE,6.76,15.45,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:39 PM,16.56,11.39,72.0,SE,2.57,13.84,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:44 PM,16.67,11.5,72.0,SSW,0.0,1.93,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:49 PM,16.72,11.56,72.0,SSW,2.9,7.4,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:54 PM,16.67,11.56,72.0,South,0.32,2.57,1012.19,0.0,0.51,NA,2.0
2020/07/01,05:59 PM,16.72,11.61,72.0,SW,0.97,6.44,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:04 PM,16.72,11.61,72.0,SSW,1.61,8.69,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:09 PM,16.61,11.44,72.0,South,0.0,7.72,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:14 PM,16.56,11.39,71.0,South,0.64,10.62,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:19 PM,16.56,11.33,71.0,South,0.64,7.72,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:24 PM,16.61,11.33,71.0,South,0.32,7.4,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:29 PM,16.67,11.44,71.0,South,2.25,9.65,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:34 PM,16.67,11.39,71.0,SE,1.61,7.72,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:39 PM,16.67,11.28,71.0,SSE,2.9,5.79,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:44 PM,16.56,11.11,70.0,South,1.29,8.37,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:49 PM,16.39,11.0,71.0,South,2.57,11.26,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:54 PM,16.28,11.0,71.0,South,1.29,8.69,1012.19,0.0,0.51,NA,2.0
2020/07/01,06:59 PM,16.17,11.11,72.0,SSW,1.29,8.69,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:04 PM,16.11,11.06,72.0,SSW,2.25,9.01,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:09 PM,16.0,10.94,72.0,South,1.93,9.98,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:14 PM,16.0,11.06,72.0,South,3.22,9.01,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:19 PM,15.94,11.06,73.0,South,1.93,9.01,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:24 PM,15.89,11.06,73.0,SSE,2.25,10.3,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:29 PM,15.72,10.89,73.0,SSW,4.83,12.23,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:34 PM,15.61,10.78,73.0,South,1.93,13.19,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:39 PM,15.56,10.83,74.0,South,2.25,9.65,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:44 PM,15.5,10.89,74.0,SSW,0.97,8.37,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:49 PM,15.5,10.89,74.0,SSW,4.51,12.87,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:54 PM,15.44,10.83,74.0,South,1.93,10.62,1012.19,0.0,0.51,NA,2.0
2020/07/01,07:59 PM,15.39,10.78,74.0,SSE,5.15,11.26,1012.19,0.0,0.51,NA,2.0
2020/07/01,08:04 PM,15.44,10.83,74.0,SSW,2.57,9.98,1012.19,0.0,0.51,NA,2.0
2020/07/01,08:09 PM,15.44,10.83,74.0,SSW,2.25,9.98,1012.19,0.0,0.51,NA,2.0
2020/07/01,08:14 PM,15.39,10.78,74.0,South,0.64,6.76,1012.19,0.0,0.51,NA,2.0
2020/07/01,08:19 PM,15.39,10.78,74.0,SSW,2.25,8.69,1012.19,0.0,0.51,NA,2.0
2020/07/01,08:24 PM,15.39,10.78,74.0,WSW,2.9,7.08,1012.19,0.0,0.51,NA,2.0
2020/07/01,08:29 PM,15.33,10.72,74.0,WSW,0.64,6.44,1012.53,0.0,0.51,NA,2.0
2020/07/01,08:34 PM,15.33,10.72,74.0,SSW,1.93,8.69,1012.53,0.0,0.51,NA,2.0
2020/07/01,08:39 PM,15.33,10.72,74.0,SW,3.86,15.12,1012.53,0.0,0.51,NA,2.0
